INPUT:image_left	INPUT:image_right	OUTPUT:others	OUTPUT:result	GOLDEN:others	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Head"":true,""Pupil"":true}"					000179ae16--60bd76c7cd58ba6b3e45902e	000179ae16--60bc7eebfe5d13225934e802	bcba6c1b21ebd59bce50b045e5dcacc5	2021-06-07T01:30:47.259	2021-06-07T01:31:01.181
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Scapulars"":true,""Coverts"":true}"					000179ae16--60bd76d67afbc056f6992cc6	000179ae16--60bc7eebfe5d13225934e7fc	bcba6c1b21ebd59bce50b045e5dcacc5	2021-06-07T01:31:02.124	2021-06-07T01:31:10.912
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Beak"":true,""Pupil"":true}"					000179ae16--60bd76e00b590b3e2fa8a666	000179ae16--60bc7eebfe5d13225934e800	bcba6c1b21ebd59bce50b045e5dcacc5	2021-06-07T01:31:12.190	2021-06-07T01:32:21.826
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png	Oopps	"{""Head"":true}"					000179ae16--60bd797cf220db21bc2512b3	000179ae16--60bc7eebfe5d13225934e7f5	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:42:20.601	2021-06-07T01:43:39.179
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Coverts"":true}"					000179ae16--60bd79cc90429542be473597	000179ae16--60bc7eebfe5d13225934e7fe	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:43:40.437	2021-06-07T01:44:02.233
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Rump"":true}"					000179ae16--60bd79e64dc48f273e3fefaf	000179ae16--60bc7eebfe5d13225934e7fb	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:06.380	2021-06-07T01:44:21.187
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Thigh"":true}"					000179ae16--60bd79f790429542be4736b0	000179ae16--60bc7eebfe5d13225934e7f9	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:23.457	2021-06-07T01:44:27.920
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Pupil"":true}"					000179ae16--60bd79fe4dc48f273e3ff044	000179ae16--60bc7eebfe5d13225934e7fd	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:30.342	2021-06-07T01:44:34.496
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Breast"":true}"					000179ae16--60bd7a043c6ca8596dbb353c	000179ae16--60bc7eebfe5d13225934e7fc	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:36.545	2021-06-07T01:44:41.547
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Wattle"":true}"					000179ae16--60bd7a0a56e0ec582ad7d4a2	000179ae16--60bc7eebfe5d13225934e801	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:42.735	2021-06-07T01:44:46.813
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Tarsus"":true}"					000179ae16--60bd7a0f7c5cbc714111687b	000179ae16--60bc7eebfe5d13225934e800	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:47.703	2021-06-07T01:44:51.492
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Primaries"":true,""Tibio-tarsal articulation"":true}"					000179ae16--60bd7a15be2bd36caae0402b	000179ae16--60bc7eebfe5d13225934e7ff	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:44:53.656	2021-06-07T01:45:03.919
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Vent"":true}"					000179ae16--60bd7a215bc69d7846366272	000179ae16--60bc7eebfe5d13225934e7f4	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:05.362	2021-06-07T01:45:09.269
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Tibio-tarsal articulation"":true}"					000179ae16--60bd7a3ddf8878157e7e56ef	000179ae16--60bc7eebfe5d13225934e7f7	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:33.641	2021-06-07T01:45:42.593
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Breast"":true}"					000179ae16--60bd7a4862f2586508d3d05e	000179ae16--60bc7eebfe5d13225934e7f6	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:44.842	2021-06-07T01:45:49.168
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Rump"":true}"					000179ae16--60bd7a4ef440ea6858942dca	000179ae16--60bc7eebfe5d13225934e802	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:50.338	2021-06-07T01:45:55.010
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Wattle"":true}"					000179ae16--60bd7a5490429542be473888	000179ae16--60bc7eebfe5d13225934e7fa	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:56.365	2021-06-07T01:45:58.894
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Throat"":true,""Primaries"":true}"					000179ae16--60bd7a57f33865758e9e4615	000179ae16--60bc7eebfe5d13225934e7f8	43c7f10edc7d79ad0e9240eca38ba32e	2021-06-07T01:45:59.813	2021-06-07T01:46:08.963
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Beak"":true}"					000179ae16--60bd91e978248827a60693cb	000179ae16--60bc7eebfe5d13225934e7fd	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:26:33.569	2021-06-07T03:26:51.859
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Beak"":true}"					000179ae16--60bd91fe0d84521c7433e9ea	000179ae16--60bc7eebfe5d13225934e7f9	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:26:54.195	2021-06-07T03:27:01.998
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Beak"":true}"					000179ae16--60bd9207319fec5a3500f184	000179ae16--60bc7eebfe5d13225934e7fa	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:03.188	2021-06-07T03:27:08.289
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Beak"":true}"					000179ae16--60bd920ef0deff310abe450d	000179ae16--60bc7eebfe5d13225934e7fc	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:10.133	2021-06-07T03:27:15.723
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Beak"":true}"					000179ae16--60bd921583d01a0997d109c2	000179ae16--60bc7eebfe5d13225934e7fe	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:17.900	2021-06-07T03:27:25.547
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Beak"":true}"					000179ae16--60bd921ea2e4442f853f8920	000179ae16--60bc7eebfe5d13225934e7f7	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:26.622	2021-06-07T03:27:31.318
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Beak"":true}"					000179ae16--60bd92241e5629033029465a	000179ae16--60bc7eebfe5d13225934e801	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:32.225	2021-06-07T03:27:40.253
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Beak"":true}"					000179ae16--60bd922ddf8878157e7f1c63	000179ae16--60bc7eebfe5d13225934e7f5	483a8dbfc667eee1f284c93dda82d761	2021-06-07T03:27:41.075	2021-06-07T03:27:47.099
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Tertials"":true,""Tibio-tarsal articulation"":true}"					000179ae16--60bdac0dc317463775ec5b84	000179ae16--60bc7eebfe5d13225934e7fb	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:18:05.804	2021-06-07T05:18:29.042
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Pupil"":true}"					000179ae16--60bdac2768183b5da8615dbb	000179ae16--60bc7eebfe5d13225934e800	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:18:31.630	2021-06-07T05:18:40.225
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Scapulars"":true,""Vent"":true}"					000179ae16--60bdac311e381301d7b750e9	000179ae16--60bc7eebfe5d13225934e7fe	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:18:41.604	2021-06-07T05:18:50.357
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Scapulars"":true,""Thigh"":true}"					000179ae16--60bdac3c250bd33fac9cde81	000179ae16--60bc7eebfe5d13225934e7fd	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:18:52.575	2021-06-07T05:18:56.831
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Primaries"":true,""Tarsus"":true,""Scapulars"":true}"					000179ae16--60bdac418a92a13359cf7ce5	000179ae16--60bc7eebfe5d13225934e7f9	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:18:57.807	2021-06-07T05:19:02.741
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Rump"":true,""Feet"":true,""Lesser Coverts"":true}"					000179ae16--60bdac4899211a6cb3aa6f44	000179ae16--60bc7eebfe5d13225934e7fa	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:04.157	2021-06-07T05:19:07.883
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Pupil"":true,""Tarsus"":true,""Scapulars"":true,""Thigh"":true}"					000179ae16--60bdac4d1e562903302a55d8	000179ae16--60bc7eebfe5d13225934e7fc	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:09.882	2021-06-07T05:19:14.750
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Lesser Coverts"":true,""Vent"":true}"					000179ae16--60bdac551909760f1d8f9d2e	000179ae16--60bc7eebfe5d13225934e801	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:17.223	2021-06-07T05:19:21.410
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Mantle"":true,""Primaries"":true,""Tarsus"":true}"					000179ae16--60bdac5af0deff310abf571b	000179ae16--60bc7eebfe5d13225934e7f5	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:22.751	2021-06-07T05:19:28.537
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Pupil"":true,""Thigh"":true,""Scapulars"":true,""Feet"":true}"					000179ae16--60bdac62f0deff310abf578d	000179ae16--60bc7eebfe5d13225934e7f4	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:30.914	2021-06-07T05:19:35.172
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Coverts"":true}"					000179ae16--60bdac693c6ca8596dbcc530	000179ae16--60bc7eebfe5d13225934e7f7	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:37.606	2021-06-07T05:19:40.557
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Pupil"":true}"					000179ae16--60bdac6d0d84521c74351e02	000179ae16--60bc7eebfe5d13225934e7f6	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:41.894	2021-06-07T05:19:47.590
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Pupil"":true}"					000179ae16--60bdac7690429542be48c701	000179ae16--60bc7eebfe5d13225934e7ff	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:50.110	2021-06-07T05:19:55.005
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Tertials"":true,""Tibio-tarsal articulation"":true}"					000179ae16--60bdac7c56e0ec582ad98dbb	000179ae16--60bc7eebfe5d13225934e802	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:19:56.154	2021-06-07T05:19:59.725
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Lesser Coverts"":true,""Scapulars"":true}"					000179ae16--60bdac810b590b3e2faa69e2	000179ae16--60bc7eebfe5d13225934e7f8	8929fe32bcdb75d5c46f27ac8a0487c3	2021-06-07T05:20:01.584	2021-06-07T05:20:09.282
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Beak"":true}"					000179ae16--60bdacf8f0deff310abf5b3c	000179ae16--60bc7eebfe5d13225934e7f5	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:22:00.281	2021-06-07T05:22:33.217
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Beak"":true}"					000179ae16--60bdad1a1909760f1d8fa461	000179ae16--60bc7eebfe5d13225934e7fd	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:22:34.219	2021-06-07T05:22:39.906
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Beak"":true}"					000179ae16--60bdad20f0deff310abf5cc9	000179ae16--60bc7eebfe5d13225934e7f9	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:22:40.524	2021-06-07T05:22:46.092
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Beak"":true}"					000179ae16--60bdad277c5cbc714112b286	000179ae16--60bc7eebfe5d13225934e800	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:22:47.287	2021-06-07T05:22:52.545
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Beak"":true}"					000179ae16--60bdad2d1e562903302a5dce	000179ae16--60bc7eebfe5d13225934e7fc	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:22:53.133	2021-06-07T05:22:59.506
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Beak"":true}"					000179ae16--60bdad347c5cbc714112b31e	000179ae16--60bc7eebfe5d13225934e7fe	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:00.815	2021-06-07T05:23:06.208
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Beak"":true}"					000179ae16--60bdad3b250bd33fac9ce643	000179ae16--60bc7eebfe5d13225934e801	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:07.550	2021-06-07T05:23:12.792
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Beak"":true}"					000179ae16--60bdad41df8878157e8035de	000179ae16--60bc7eebfe5d13225934e7f4	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:13.652	2021-06-07T05:23:19.190
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Beak"":true}"					000179ae16--60bdad48f220db21bc26f385	000179ae16--60bc7eebfe5d13225934e7fb	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:20.473	2021-06-07T05:23:25.668
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Beak"":true}"					000179ae16--60bdad4ef220db21bc26f3ea	000179ae16--60bc7eebfe5d13225934e7f7	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:26.778	2021-06-07T05:23:33.043
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Beak"":true}"					000179ae16--60bdad575bc69d784637cacb	000179ae16--60bc7eebfe5d13225934e7f6	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:35.462	2021-06-07T05:23:41.821
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Beak"":true}"					000179ae16--60bdad5fc317463775ec68b7	000179ae16--60bc7eebfe5d13225934e7ff	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:43.329	2021-06-07T05:23:49.265
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Beak"":true}"					000179ae16--60bdad66f0deff310abf5ec4	000179ae16--60bc7eebfe5d13225934e802	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:50.150	2021-06-07T05:23:55.253
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Beak"":true}"					000179ae16--60bdad6b56e0ec582ad9963b	000179ae16--60bc7eebfe5d13225934e7fa	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:23:55.770	2021-06-07T05:24:01.740
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Beak"":true}"					000179ae16--60bdad73319fec5a3501f70e	000179ae16--60bc7eebfe5d13225934e7f8	e538849d75cb9d8da7ab96329614ef3f	2021-06-07T05:24:03.217	2021-06-07T05:24:08.221
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Others"":true}"					000179ae16--60bdadcdabe5724111f1c429	000179ae16--60bc7eebfe5d13225934e800	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:25:33.026	2021-06-07T05:26:02.117
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Others"":true}"					000179ae16--60bdae03c2e3f60252a3c054	000179ae16--60bc7eebfe5d13225934e7fd	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:26:27.481	2021-06-07T05:26:36.481
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Others"":true}"					000179ae16--60bdae0d62f2586508d52ee9	000179ae16--60bc7eebfe5d13225934e7f8	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:26:37.521	2021-06-07T05:26:45.138
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Others"":true}"					000179ae16--60bdae160b590b3e2faa78cc	000179ae16--60bc7eebfe5d13225934e7fc	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:26:46.768	2021-06-07T05:26:54.077
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Others"":true}"					000179ae16--60bdae1f56e0ec582ad99e19	000179ae16--60bc7eebfe5d13225934e7f9	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:26:55.282	2021-06-07T05:27:00.028
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Others"":true}"					000179ae16--60bdae263c6ca8596dbcd540	000179ae16--60bc7eebfe5d13225934e7fe	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:02.103	2021-06-07T05:27:07.939
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Others"":true}"					000179ae16--60bdae2d99211a6cb3aa8177	000179ae16--60bc7eebfe5d13225934e801	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:09.127	2021-06-07T05:27:15.556
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Others"":true}"					000179ae16--60bdae4568183b5da8617023	000179ae16--60bc7eebfe5d13225934e7f5	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:33.452	2021-06-07T05:27:39.262
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Others"":true}"					000179ae16--60bdae4d2cf798441d1ff679	000179ae16--60bc7eebfe5d13225934e7f4	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:41.422	2021-06-07T05:27:46.629
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Others"":true}"					000179ae16--60bdae530baf93026ae7f42f	000179ae16--60bc7eebfe5d13225934e7fb	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:47.820	2021-06-07T05:27:52.917
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Others"":true}"					000179ae16--60bdae5a90429542be48d778	000179ae16--60bc7eebfe5d13225934e802	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:27:54.376	2021-06-07T05:28:00.681
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Others"":true}"					000179ae16--60bdae618a92a13359cf8f92	000179ae16--60bc7eebfe5d13225934e7f7	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:28:01.990	2021-06-07T05:28:06.875
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Others"":true}"					000179ae16--60bdae690baf93026ae7f50a	000179ae16--60bc7eebfe5d13225934e7f6	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:28:09.012	2021-06-07T05:28:14.675
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Others"":true}"					000179ae16--60bdae718a92a13359cf9035	000179ae16--60bc7eebfe5d13225934e7ff	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:28:17.130	2021-06-07T05:28:22.056
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Others"":true}"					000179ae16--60bdae77f0deff310abf6709	000179ae16--60bc7eebfe5d13225934e7fa	199a21e33ebb17bc260a58d8d8dba057	2021-06-07T05:28:23.037	2021-06-07T05:28:28.727
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Head"":true}"					000179ae16--60bdaff04dc48f273e4174ec	000179ae16--60bc7eebfe5d13225934e801	1961509830f2b997ad074828d21cb742	2021-06-07T05:34:40.965	2021-06-07T05:35:00.627
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Head"":true}"					000179ae16--60bdb0075bc69d784637e603	000179ae16--60bc7eebfe5d13225934e7fd	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:03.181	2021-06-07T05:35:23.340
												
